Id,Rol,Sexo,Edad,Fecha fallecimiento,Rango edad,Num víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Xy (caba),Pos x,Pos y,Participantes,Victima,Acusado,Coordenada x,Coordenada y,Barrios,Día semana
2016-0075,PEATON,MASCULINO,42,2016-06-12,Entre 41-60,1.0,2016-06-12,2016.0,6.0,12.0,23:13:00,23.0,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MIRALLA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,Comuna 8,Point (98963.32962830 95620.61360192),-58.47461076,-34.66874679,PEATON-AUTO,PEATON,AUTO,98963.3296283,95620.61360192,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Domingo
2016-0076,PEATON,FEMENINO,53,2016-06-13,Entre 41-60,1.0,2016-06-13,2016.0,6.0,13.0,16:20:00,16.0,AV SAN MARTIN Y CAMARONES,AVENIDA,SAN MARTIN AV.,CAMARONES,SAN MARTIN AV. y CAMARONES,Comuna 15,Point (100109.22264405 102851.86942760),-58.46210891,-34.60356211,PEATON-PASAJEROS,PEATON,PASAJEROS,100109.22264405,102851.8694276,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Lunes
2016-0077,PEATON,FEMENINO,0,,Menos de 20,1.0,2016-06-13,2016.0,6.0,13.0,21:52:00,21.0,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","ALEM, LEANDRO N. AV.","PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",Comuna 1,Point (108532.37320501 102648.40418720),-58.3702777,-34.60536123,PEATON-PASAJEROS,PEATON,PASAJEROS,108532.37320501,102648.4041872,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Lunes
2016-0078,CONDUCTOR,MASCULINO,30,, Entre 21- 40,1.0,2016-06-13,2016.0,6.0,13.0,23:01:00,23.0,AV BELGRANO Y AV JUJUY,AVENIDA,BELGRANO AV.,JUJUY AV.,BELGRANO AV. y JUJUY AV.,Comuna 3,Point (105354.74322032 101621.63182427),-58.40491455,-34.6146383,MOTO-MOTO,MOTO,MOTO,105354.74322032,101621.63182427,BALVANERA - SAN CRISTOBAL,Lunes
2016-0079,CONDUCTOR,FEMENINO,51,,Entre 41-60,1.0,2016-06-16,2016.0,6.0,16.0,17:13:00,17.0,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,DEL LIBERTADOR AV.,"UDAONDO, GUILLERMO AV.","DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",Comuna 13,Point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,AUTO-AUTO,AUTO,AUTO,100757.94817512,108943.96108781,BELGRANO - COLEGIALES - NUÃ‘EZ,Jueves
2016-0080,CONDUCTOR,MASCULINO,60,,Entre 61-80,1.0,2016-06-18,2016.0,6.0,18.0,06:42:00,6.0,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",Comuna 9,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,AUTO-SD,AUTO,SD,93950.50587297,98883.37644525,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sabado
2016-0081,CONDUCTOR,MASCULINO,40,,Entre 41-60,1.0,2016-06-22,2016.0,6.0,22.0,07:42:00,7.0,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",MACHAIN,"LARRALDE, CRISOLOGO AV. y MACHAIN",Comuna 12,Point (97805.54034401 107789.89169078),-58.4872106,-34.55904606,MOTO-AUTO,MOTO,AUTO,97805.54034401,107789.89169078,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Miercoles
2016-0082,PEATON,MASCULINO,87,2016-07-05,Más de 80,1.0,2016-06-27,2016.0,6.0,27.0,18:24:00,18.0,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,,LA PLATA AV. 2384,Comuna 4,Point (103719.51591058 98555.13443768),-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO,103719.51591058,98555.13443768,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Lunes
2016-0083,PEATON,FEMENINO,76,2016-06-29,Entre 61-80,1.0,2016-06-28,2016.0,6.0,28.0,20:46:00,20.0,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PUAN,"ALBERDI, JUAN BAUTISTA AV. y PUAN",Comuna 6,Point (101413.41644585 100430.31523295),-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO,101413.41644585,100430.31523295,CABALLITO,Martes
2016-0084,PEATON,MASCULINO,57,2016-07-08,Entre 41-60,1.0,2016-06-29,2016.0,6.0,29.0,22:00:00,22.0,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",TUCUMAN,"PELLEGRINI, CARLOS y TUCUMAN",Comuna 1,Point (107539.54864414 103093.65031518),-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS,107539.54864414,103093.65031518,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2016-0085,SD,MASCULINO,0,,Menos de 20,1.0,2016-06-29,2016.0,6.0,29.0,22:00:00,22.0,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",EREZCANO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",Comuna 4,Point (103621.92252760 96885.28433165),-58.42378834,-34.657341,MOTO-MOVIL,MOTO,OTRO,103621.9225276,96885.28433165,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Miercoles
2016-0086,PEATON,MASCULINO,75,2016-07-01,Entre 61-80,1.0,2016-06-30,2016.0,6.0,30.0,16:10:00,16.0,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",Comuna 10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS,97801.31825511,99194.93911759,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Jueves
2016-0087,CONDUCTOR,MASCULINO,23,2016-07-03, Entre 21- 40,1.0,2016-07-02,2016.0,7.0,3.0,00:10:00,0.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,Comuna 1,Point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,107762.62066736,100018.90176187,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sabado
2016-0088,PEATON,FEMENINO,70,2016-07-14,Entre 61-80,1.0,2016-07-11,2016.0,7.0,11.0,15:30:00,15.0,CERETTI Y NUÑEZ,CALLE,CERETTI,NU?EZ,CERETTI y NUÃ‘EZ,Comuna 12,Point (96492.89040317 106832.19475660),-58.5015175,-34.56767549,PEATON-AUTO,PEATON,AUTO,96492.89040317,106832.1947566,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Lunes
2016-0089,PEATON,MASCULINO,35,2016-07-14, Entre 21- 40,1.0,2016-07-14,2016.0,7.0,14.0,06:40:00,6.0,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",LA PAMPA,"LUGONES, LEOPOLDO AV. y LA PAMPA",Comuna 13,Point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO,102842.06561704,108587.10659007,BELGRANO - COLEGIALES - NUÃ‘EZ,Jueves
2016-0090,PEATON,MASCULINO,60,2016-07-15,Entre 61-80,1.0,2016-07-14,2016.0,7.0,14.0,22:00:00,22.0,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",Comuna 5,Point (103997.04813615 102012.34139150),-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS,103997.04813615,102012.3413915,ALMAGRO - BOEDO,Jueves
2016-0092,CONDUCTOR,MASCULINO,24,2016-07-15, Entre 21- 40,1.0,2016-07-15,2016.0,7.0,15.0,11:00:00,11.0,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Comuna 13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS,99620.34936816,110483.29286598,BELGRANO - COLEGIALES - NUÃ‘EZ,Viernes
2016-0093,CONDUCTOR,MASCULINO,35,2016-07-19, Entre 21- 40,1.0,2016-07-17,2016.0,7.0,17.0,03:30:00,3.0,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",Comuna 6,Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO,101804.61714036,100693.45218194,CABALLITO,Domingo
2016-0095,CONDUCTOR,MASCULINO,29,2016-07-23, Entre 21- 40,1.0,2016-07-23,2016.0,7.0,23.0,06:12:00,6.0,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,Comuna 11,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO,95061.77375682,103748.74085597,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sabado
2016-0096,CONDUCTOR,MASCULINO,0,,Menos de 20,,,,,,,,,,,,,,,,,,,,,,,
2016-0097,PEATON,MASCULINO,80,2016-08-12,Más de 80,1.0,2016-07-26,2016.0,7.0,26.0,18:45:00,18.0,SOLIS Y MEXICO,CALLE,SOLIS,MEXICO,SOLIS y MEXICO,Comuna 1,Point (106687.13301820 101510.97040757),-58.39038605,-34.6156281,PEATON-AUTO,PEATON,AUTO,106687.1330182,101510.97040757,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2016-0098,CONDUCTOR,FEMENINO,43,,Entre 41-60,1.0,2016-07-27,2016.0,7.0,27.0,16:08:00,16.0,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,ALBERTI,SAN JUAN AV. y ALBERTI,Comuna 3,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,105765.97394356,100631.47718024,BALVANERA - SAN CRISTOBAL,Miercoles
2016-0099,CONDUCTOR,MASCULINO,45,,Entre 41-60,1.0,2016-07-29,2016.0,7.0,29.0,16:00:00,16.0,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,"PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",Comuna 11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,94486.28631712,103468.59928582,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Viernes
2016-0100,CONDUCTOR,MASCULINO,57,2016-08-03,Entre 41-60,1.0,2016-08-03,2016.0,8.0,3.0,23:27:00,23.0,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",Comuna 12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,97098.48468623,109019.96106626,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Miercoles
2016-0101,SD,MASCULINO,67,,Entre 61-80,1.0,2016-08-07,2016.0,8.0,7.0,19:42:00,19.0,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.","CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",Comuna 9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,SD-SD,SD,SD,93946.81673714,97681.68907836,LINIERS - MATADEROS - PARQUE AVELLANEDA,Domingo
2016-0102,CONDUCTOR,MASCULINO,29,, Entre 21- 40,1.0,2016-08-10,2016.0,8.0,10.0,23:37:00,23.0,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",Comuna 9,Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,96625.80612216,95129.90776954,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2016-0104,CONDUCTOR,MASCULINO,21,2016-08-15, Entre 21- 40,1.0,2016-08-14,2016.0,8.0,14.0,21:15:00,21.0,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,Comuna 9,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,99720.41444035,97007.69579491,LINIERS - MATADEROS - PARQUE AVELLANEDA,Domingo
2016-0105,PEATON,MASCULINO,19,2016-08-26,Menos de 20,1.0,2016-08-17,2016.0,8.0,17.0,00:05:00,0.0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",FRAGA,"LACROZE, FEDERICO AV. y FRAGA",Comuna 15,Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,100905.28580812,104982.19279501,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Miercoles
2016-0106,PEATON,MASCULINO,38,, Entre 21- 40,1.0,2016-08-19,2016.0,8.0,19.0,21:02:00,21.0,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",Comuna 1,Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,107558.64146875,104433.48706482,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Viernes
2016-0107,CONDUCTOR,MASCULINO,21,, Entre 21- 40,1.0,2016-08-20,2016.0,8.0,20.0,08:22:00,8.0,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,Comuna 4,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,108408.31858686,97219.56218484,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Sabado
2016-0109,CONDUCTOR,FEMENINO,53,2016-08-24,Entre 41-60,1.0,2016-08-24,2016.0,8.0,24.0,05:45:00,5.0,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,Comuna 9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,94544.313443,99185.28796442,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2016-0110,PEATON,MASCULINO,57,,Entre 41-60,1.0,2016-08-24,2016.0,8.0,24.0,20:21:00,20.0,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Comuna 9,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,PEATON-SD,PEATON,SD,95506.35959227,96696.89655626,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2016-0111,CONDUCTOR,MASCULINO,27,2016-08-25, Entre 21- 40,1.0,2016-08-25,2016.0,8.0,25.0,09:30:00,9.0,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,LA PAMPA,LUGONES y LA PAMPA,Comuna 15,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,98961.36262767,105838.76329094,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Jueves
2016-0112,CONDUCTOR,MASCULINO,24,2016-08-27, Entre 21- 40,1.0,2016-08-27,2016.0,8.0,27.0,04:40:00,4.0,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,107392.50226602,100712.59265582,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sabado
2016-0113,PEATON,FEMENINO,60,,Entre 61-80,1.0,2016-08-27,2016.0,8.0,27.0,16:45:00,16.0,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Comuna 9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,PEATON-PASAJEROS,PEATON,PASAJEROS,96998.81124177,98183.20743664,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sabado
2016-0114,CICLISTA,FEMENINO,55,2016-08-31,Entre 41-60,1.0,2016-08-31,2016.0,8.0,31.0,11:20:00,11.0,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",,"SALGUERO, JERONIMO 1410",Comuna 14,Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,BICICLETA-CARGAS,BICICLETA,CARGAS,104111.05146856,103917.57944765,PALERMO,Miercoles
2016-0115,SD,MASCULINO,0,,Menos de 20,1.0,2016-09-02,2016.0,9.0,2.0,11:50:00,11.0,ARIAS Y TRONADOR,CALLE,ARIAS,TRONADOR,ARIAS y TRONADOR,Comuna 12,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,SD-CARGAS,SD,CARGAS,97608.87024259,108884.67029908,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Viernes
2016-0116,CONDUCTOR,MASCULINO,30,2016-09-02, Entre 21- 40,1.0,2016-09-02,2016.0,9.0,2.0,20:20:00,20.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Comuna 8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,101721.59002217,93844.25656649,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Viernes
2016-0117,CONDUCTOR,MASCULINO,43,,Entre 41-60,1.0,2016-09-03,2016.0,9.0,3.0,15:30:00,15.0,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,TAGLE,DEL LIBERTADOR AV. y TAGLE,Comuna 14,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,105865.95849347,105162.71037105,PALERMO,Sabado
2016-0118,CONDUCTOR,MASCULINO,27,2016-09-04, Entre 21- 40,1.0,2016-09-04,2016.0,9.0,4.0,03:30:00,3.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,Comuna 1,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,107696.68171812,100254.7626871,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Domingo
2016-0119,PASAJERO_ACOMPAÑANTE,FEMENINO,0,,Menos de 20,1.0,2016-09-04,2016.0,9.0,4.0,06:40:00,6.0,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",Comuna 12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,SD-SD,SD,SD,96944.69676081,107291.52292157,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Domingo
2016-0122,CICLISTA,MASCULINO,49,2016-09-13,Entre 41-60,1.0,2016-09-13,2016.0,9.0,13.0,07:10:00,7.0,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 4233",Comuna 9,Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,99150.75069529,97484.4665028,LINIERS - MATADEROS - PARQUE AVELLANEDA,Martes
2016-0123,CONDUCTOR,FEMENINO,58,,Entre 41-60,1.0,2016-09-14,2016.0,9.0,14.0,09:00:00,9.0,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",Comuna 7,Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,101099.34592952,98750.07827754,FLORES - PARQUE CHACABUCO,Miercoles
2016-0124,PEATON,MASCULINO,67,,Entre 61-80,1.0,2016-09-16,2016.0,9.0,16.0,15:24:00,15.0,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,Comuna 7,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,100053.89791316,100046.73776995,FLORES - PARQUE CHACABUCO,Viernes
2016-0125,CONDUCTOR,MASCULINO,30,, Entre 21- 40,1.0,2016-09-17,2016.0,9.0,17.0,12:14:00,12.0,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",Comuna 10,Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,97532.91184699,98538.89061454,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Sabado
2016-0126,CONDUCTOR,MASCULINO,37,, Entre 21- 40,2.0,2016-09-18,2016.0,9.0,18.0,22:45:00,22.0,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Comuna 10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,94275.54271123,100886.87954649,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Domingo
2016-0126,PASAJERO_ACOMPAÑANTE,MASCULINO,60,,Entre 61-80,2.0,2016-09-18,2016.0,9.0,18.0,22:45:00,22.0,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Comuna 10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,94275.54271123,100886.87954649,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Domingo
2016-0127,PEATON,MASCULINO,50,,Entre 41-60,1.0,2016-09-24,2016.0,9.0,24.0,10:25:00,10.0,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",Comuna 8,Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,102048.72946345,95839.6347899,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sabado
2016-0128,PEATON,FEMENINO,81,2016-10-02,Más de 80,1.0,2016-10-02,2016.0,10.0,2.0,11:30:00,11.0,CASTRO Y AV PAVON,AVENIDA,CASTRO,PAVON AV.,CASTRO y PAVON AV.,Comuna 5,Point (104049.28528337 99858.37522846),-58.41914024,-34.6305389,PEATON-PASAJEROS,PEATON,PASAJEROS,104049.28528337,99858.37522846,ALMAGRO - BOEDO,Domingo
2016-0130,CONDUCTOR,MASCULINO,29,2016-10-04, Entre 21- 40,1.0,2016-10-04,2016.0,10.0,4.0,12:30:00,12.0,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,Comuna 1,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,107720.24059557,100176.85101454,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2016-0131,PEATON,MASCULINO,35,, Entre 21- 40,1.0,2016-10-09,2016.0,10.0,9.0,19:13:00,19.0,MIRAVE 3500,CALLE,MIRAVE,,MIRAVE 3500,Comuna 4,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,105921.45515383,98209.53178328,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Domingo
2016-0132,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2016-10-10, Entre 21- 40,1.0,2016-10-10,2016.0,10.0,10.0,02:30:00,2.0,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,Comuna 3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,104853.84131654,100497.93573387,BALVANERA - SAN CRISTOBAL,Lunes
